UID,university,TID,Tuition and fees,CID,RID,year,RO_ID,rank_display,student_faculty_ratio,SID,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100293,Universitas Indonesia,Type2,60535,CU42,R3,2022,RA_RO3,290,10,S4,GRE2,0,7,109,3.1,https://www.topuniversities.com/universities/universitas-indonesia
100294,Université Paris 1 Panthéon-Sorbonne,Type2,39351,CU11,R2,2022,RA_RO1,290,21,S4,GRE2,0,9,103,3,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne
100295,Xi’an Jiaotong University,Type2,33303,CU5,R3,2022,RA_RO1,290,12,S4,GRE2,0,7.5,111,3,https://www.topuniversities.com/universities/xian-jiaotong-university
100296,Belarusian State University,Type2,34797,CU44,R2,2022,RA_RO1,295,5,S2,GRE2,0,9,103,3.2,https://www.topuniversities.com/universities/belarusian-state-university
100297,University of Porto,Type2,33980,CU45,R2,2022,RA_RO1,295,14,S2,GRE2,0,7,117,3.2,https://www.topuniversities.com/universities/university-porto
100298,University of Turku,Type2,36097,CU24,R2,2022,RA_RO1,295,8,S2,GRE2,0,6,102,3.4,https://www.topuniversities.com/universities/university-turku
100299,Simon Fraser University,Type2,36505,CU8,R1,2022,RA_RO1,298,21,S2,GRE2,0,8,111,3.3,https://www.topuniversities.com/universities/simon-fraser-university
100300,University College Cork,Type2,58704,CU22,R2,2022,RA_RO3,298,10,S2,GRE2,0,8.5,117,2.7,https://www.topuniversities.com/universities/university-college-cork
100301,North Carolina State University,Type2,42669,CU1,R1,2022,RA_RO1,300,15,S2,GRE4,329,8.5,98,2.9,https://www.topuniversities.com/universities/north-carolina-state-university
100302,University of Tartu,Type2,25129,CU46,R2,2022,RA_RO1,300,7,S1,GRE2,0,7.5,100,3.2,https://www.topuniversities.com/universities/university-tartu
100303,University of Strathclyde,Type2,33654,CU2,R2,2022,RA_RO1,302,13,S2,GRE2,0,9,100,3.2,https://www.topuniversities.com/universities/university-strathclyde
100304,Bandung Institute of Technology (ITB),Type2,49288,CU42,R3,2022,RA_RO1,303,9,S2,GRE2,0,7.5,102,3.4,https://www.topuniversities.com/universities/bandung-institute-technology-itb
100305,University of Tasmania,Type2,43348,CU9,R4,2022,RA_RO1,303,13,S2,GRE2,0,8.5,107,2.7,https://www.topuniversities.com/universities/university-tasmania
100306,Gwangju Institute of Science and Technology (GIST),Type2,31150,CU10,R3,2022,RA_RO1,305,10,S3,GRE2,0,6,112,2.9,https://www.topuniversities.com/universities/gwangju-institute-science-technology-gist
100307,HSE University,Type2,68399,CU18,R2,2022,RA_RO1,305,6,S4,GRE2,0,6,96,3.3,https://www.topuniversities.com/universities/hse-university
100308,University of East Anglia (UEA),Type2,57139,CU2,R2,2022,RA_RO1,307,13,S2,GRE2,0,7,90,2.6,https://www.topuniversities.com/universities/university-east-anglia-uea
100309,University of Warsaw ,Type2,27720,CU47,R2,2022,RA_RO1,308,10,S4,GRE2,0,7,109,2.5,https://www.topuniversities.com/universities/university-warsaw
100310,Jagiellonian University,Type2,59677,CU47,R2,2022,RA_RO1,309,8,S4,GRE2,0,6,116,3.3,https://www.topuniversities.com/universities/jagiellonian-university
100311,University of Southern Denmark (SDU),Type2,56863,CU19,R2,2022,RA_RO1,309,10,S2,GRE2,0,6.5,115,2.8,https://www.topuniversities.com/universities/university-southern-denmark-sdu
100312,Indiana University Bloomington,Type2,55786,CU1,R1,2022,RA_RO1,311,11,S4,GRE1,0,6,92,3.2,https://www.topuniversities.com/universities/indiana-university-bloomington
100313,University of Cologne,Type2,39068,CU12,R2,2022,RA_RO1,311,11,S4,GRE2,0,8.5,115,3.4,https://www.topuniversities.com/universities/university-cologne
100314,University of Miami,Type1,37792,CU1,R1,2022,RA_RO1,311,6,S2,GRE4,333,6.5,113,2.5,https://www.topuniversities.com/universities/university-miami
100315,National Taiwan University of Science and Technology (Taiwan Tech),Type2,65183,CU15,R3,2022,RA_RO1,314,9,S1,GRE2,0,8,98,3.3,https://www.topuniversities.com/universities/national-taiwan-university-science-technology-taiwan-tech
100316,Université Grenoble Alpes,Type2,41965,CU11,R2,2022,RA_RO1,314,17,S4,GRE2,0,6,113,3.1,https://www.topuniversities.com/universities/universite-grenoble-alpes
100317,University of Milan,Type2,53022,CU29,R2,2022,RA_RO1,316,20,S4,GRE2,0,7.5,100,3,https://www.topuniversities.com/universities/university-milan
100318,IE University,Type1,69302,CU31,R2,2022,RA_RO3,317,7,S3,GRE2,0,8,101,3.4,https://www.topuniversities.com/universities/ie-university
100319,RUDN University,Type2,53714,CU18,R2,2022,RA_RO3,317,6,S2,GRE2,0,8.5,103,3.4,https://www.topuniversities.com/universities/rudn-university
100320,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Type2,37532,CU18,R2,2022,RA_RO1,319,5,S1,GRE2,0,6.5,115,2.9,https://www.topuniversities.com/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute
100321,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Type2,66134,CU31,R2,2022,RA_RO1,319,9,S2,GRE2,0,6.5,108,3.1,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc
100322,Swinburne University of Technology,Type2,51672,CU9,R4,2022,RA_RO1,321,14,S2,GRE2,0,6,92,2.6,https://www.topuniversities.com/universities/swinburne-university-technology
100323, University of Dundee,Type2,47865,CU2,R2,2022,RA_RO3,322,14,S2,GRE2,0,6.5,116,3.2,https://www.topuniversities.com/universities/university-dundee
100324,Friedrich-Alexander-Universität Erlangen-Nürnberg,Type2,59547,CU12,R2,2022,RA_RO1,322,32,S4,GRE2,0,8,117,3.2,https://www.topuniversities.com/universities/friedrich-alexander-universitat-erlangen-nurnberg
100325,Pontificia Universidad Católica Argentina,Type1,39015,CU16,R5,2022,RA_RO4,322,4,S2,GRE2,0,6.5,105,2.7,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina
100326,University of Macau,Type2,42804,CU48,R3,2022,RA_RO1,322,13,S1,GRE2,0,7.5,109,3,https://www.topuniversities.com/universities/university-macau
100327,Aalborg University,Type2,59001,CU19,R2,2022,RA_RO1,326,10,S2,GRE2,0,7,95,3,https://www.topuniversities.com/universities/aalborg-university
100328,University of South Australia,Type2,38251,CU9,R4,2022,RA_RO1,326,13,S2,GRE2,0,6,114,2.6,https://www.topuniversities.com/universities/university-south-australia
100329,L.N. Gumilyov Eurasian National University (ENU),Type2,68874,CU32,R3,2022,RA_RO1,328,5,S2,GRE2,0,8.5,112,2.9,https://www.topuniversities.com/universities/ln-gumilyov-eurasian-national-university-enu
100330,Linköping University,Type2,61043,CU21,R2,2022,RA_RO1,329,11,S2,GRE2,0,6.5,95,2.6,https://www.topuniversities.com/universities/linkoping-university
100331,"City, University of London",Type2,39174,CU2,R2,2022,RA_RO1,330,16,S2,GRE2,0,9,98,3.2,https://www.topuniversities.com/universities/city-university-london
100332,Technion - Israel Institute of Technology,Type2,39123,CU35,R3,2022,RA_RO1,330,8,S2,GRE2,0,6.5,115,2.7,https://www.topuniversities.com/universities/technion-israel-institute-technology
100333,"Birkbeck, University of London",Type2,34797,CU2,R2,2022,RA_RO1,332,14,S1,GRE2,0,6.5,107,3.2,https://www.topuniversities.com/universities/birkbeck-university-london
100334,Taylor's University,Type1,50977,CU14,R3,2022,RA_RO1,332,7,S3,GRE2,0,6,113,2.9,https://www.topuniversities.com/universities/taylors-university
100335,Huazhong University of Science and Technology,Type2,33273,CU5,R3,2022,RA_RO1,334,15,S4,GRE2,0,9,92,2.9,https://www.topuniversities.com/universities/huazhong-university-science-technology
100336,National Taiwan Normal University,Type2,58204,CU15,R3,2022,RA_RO1,334,8,S1,GRE2,0,7.5,95,2.5,https://www.topuniversities.com/universities/national-taiwan-normal-university
100337,Politecnico di Torino,Type2,64053,CU29,R2,2022,RA_RO1,334,29,S4,GRE2,0,8,102,3.4,https://www.topuniversities.com/universities/politecnico-di-torino
100338,Royal Holloway University of London,Type2,58581,CU2,R2,2022,RA_RO1,334,13,S1,GRE2,0,6,95,2.8,https://www.topuniversities.com/universities/royal-holloway-university-london
100339,Tianjin University,Type2,69387,CU5,R3,2022,RA_RO1,334,9,S2,GRE2,0,7,93,3.2,https://www.topuniversities.com/universities/tianjin-university
100340,University of Victoria (UVic),Type2,32580,CU8,R1,2022,RA_RO1,334,26,S2,GRE2,0,8,114,3,https://www.topuniversities.com/universities/university-victoria-uvic
100341,Goethe-University Frankfurt am Main,Type2,25681,CU12,R2,2022,RA_RO1,340,12,S4,GRE2,0,8,101,3.2,https://www.topuniversities.com/universities/goethe-university-frankfurt-am-main
100342,University of Hawaiʻi at Mānoa,Type2,41224,CU1,R1,2022,RA_RO1,340,9,S2,GRE4,301,6.5,97,3.4,https://www.topuniversities.com/universities/university-hawaii-manoa
100343,Northeastern University,Type1,55916,CU1,R1,2022,RA_RO1,342,12,S2,GRE4,328,6.5,109,3.3,https://www.topuniversities.com/universities/northeastern-university
100344,Hiroshima University,Type2,46945,CU7,R3,2022,RA_RO1,343,6,S2,GRE2,0,8.5,94,3.4,https://www.topuniversities.com/universities/hiroshima-university
100345,Universiti Teknologi Brunei,Type2,60632,CU41,R3,2022,RA_RO3,344,6,S3,GRE2,0,6.5,108,3.2,https://www.topuniversities.com/universities/universiti-teknologi-brunei
100346,Universität Jena,Type2,63909,CU12,R2,2022,RA_RO1,344,4,S2,GRE2,0,7,91,3.2,https://www.topuniversities.com/universities/universitat-jena
100347,Virginia Polytechnic Institute and State University,Type2,46681,CU1,R1,2022,RA_RO1,346,12,S4,GRE1,0,6.5,107,3.2,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university
100348,Kazan (Volga region) Federal University,Type2,62428,CU18,R2,2022,RA_RO1,347,6,S2,GRE2,0,6,114,3.1,https://www.topuniversities.com/universities/kazan-volga-region-federal-university
100349,UCSI University,Type1,49108,CU14,R3,2022,RA_RO3,347,8,S1,GRE2,0,8,98,3,https://www.topuniversities.com/universities/ucsi-university
100350,"University of California, Santa Cruz",Type2,55997,CU1,R1,2022,RA_RO1,347,18,S2,GRE3,302,7.5,111,3.3,https://www.topuniversities.com/universities/university-california-santa-cruz
100351,Universität Stuttgart,Type2,64406,CU12,R2,2022,RA_RO1,347,17,S2,GRE2,0,6,109,2.9,https://www.topuniversities.com/universities/universitat-stuttgart
100352,Brunel University London,Type2,25778,CU2,R2,2022,RA_RO1,351,16,S2,GRE2,0,8.5,93,2.5,https://www.topuniversities.com/universities/brunel-university-london
100353,Universidad Carlos III de Madrid (UC3M),Type2,31339,CU31,R2,2022,RA_RO1,351,9,S2,GRE2,0,7.5,101,3.3,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m
100354,Ural Federal University - UrFU,Type2,44829,CU18,R2,2022,RA_RO1,351,6,S2,GRE2,0,7.5,102,3,https://www.topuniversities.com/universities/ural-federal-university-urfu
100355,Johannes Kepler University Linz,Type2,39492,CU30,R2,2022,RA_RO1,354,6,S1,GRE2,0,8,109,3,https://www.topuniversities.com/universities/johannes-kepler-university-linz
100356,George Washington University,Type1,58870,CU1,R1,2022,RA_RO1,355,11,S2,GRE4,326,6,92,2.6,https://www.topuniversities.com/universities/george-washington-university
100357,Tilburg University,Type2,30467,CU13,R2,2022,RA_RO1,356,15,S1,GRE2,0,8,109,3.2,https://www.topuniversities.com/universities/tilburg-university
100358,University of Lisbon ,Type2,64622,CU45,R2,2022,RA_RO1,356,14,S4,GRE2,0,6.5,101,3.1,https://www.topuniversities.com/universities/university-lisbon
100359,Nankai University,Type2,30390,CU5,R3,2022,RA_RO1,358,11,S4,GRE2,0,8.5,109,3,https://www.topuniversities.com/universities/nankai-university
100360,National University of Sciences And Technology (NUST) Islamabad,Type2,49620,CU49,R3,2022,RA_RO1,358,7,S1,GRE2,0,6.5,105,3.4,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad
100361,University of Jyväskylä,Type2,25759,CU24,R2,2022,RA_RO1,358,7,S1,GRE2,0,6.5,113,2.5,https://www.topuniversities.com/universities/university-jyvaskyla
100362,University of Utah,Type2,28191,CU1,R1,2022,RA_RO1,358,8,S2,GRE3,305,7.5,103,2.6,https://www.topuniversities.com/universities/university-utah
100363,Ewha Womans University,Type1,58989,CU10,R3,2022,RA_RO3,362,7,S2,GRE2,0,8,101,2.7,https://www.topuniversities.com/universities/ewha-womans-university
100364,La Trobe University,Type2,30853,CU9,R4,2022,RA_RO1,362,20,S2,GRE2,0,9,102,2.9,https://www.topuniversities.com/universities/la-trobe-university
100365,MGIMO School of Business and International Proficiency,Type2,63396,CU18,R2,2022,RA_RO1,362,4,S1,GRE2,0,6,99,2.6,https://www.topuniversities.com/universities/mgimo-school-business-international-proficiency
100366,ITMO University,Type2,34213,CU18,R2,2022,RA_RO1,365,6,S1,GRE2,0,7,110,3.2,https://www.topuniversities.com/universities/itmo-university
100367,Umea University,Type2,53906,CU21,R2,2022,RA_RO1,365,7,S2,GRE2,0,7.5,113,2.9,https://www.topuniversities.com/universities/umea-university
100368,Ulm University,Type2,52630,CU12,R2,2022,RA_RO1,365,7,S1,GRE2,0,6.5,103,2.7,https://www.topuniversities.com/universities/ulm-university
100369,Sultan Qaboos University,Type2,35185,CU50,R3,2022,RA_RO3,368,7,S1,GRE2,0,8.5,107,3.1,https://www.topuniversities.com/universities/sultan-qaboos-university
100370,Norwegian University of Science And Technology,Type2,43365,CU23,R2,2022,RA_RO1,369,12,S4,GRE2,0,6,116,3.2,https://www.topuniversities.com/universities/norwegian-university-science-technology
100371,Universidade Federal do Rio de Janeiro,Type2,25256,CU27,R5,2022,RA_RO1,369,11,S4,GRE2,0,9,116,2.7,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro
100372,Universitat Politècnica de València,Type2,39635,CU31,R2,2022,RA_RO1,371,8,S2,GRE2,0,6.5,109,2.7,https://www.topuniversities.com/universities/universitat-politecnica-de-valencia
100373,Lincoln University ,Type2,32296,CU20,R4,2022,RA_RO1,372,9,S3,GRE2,0,8.5,105,2.9,https://www.topuniversities.com/universities/lincoln-university
100374,Beijing Institute of Technology,Type2,62846,CU5,R3,2022,RA_RO1,373,11,S4,GRE2,0,7,91,3.1,https://www.topuniversities.com/universities/beijing-institute-technology
100375,"University of Chemistry and Technology, Prague",Type2,26694,CU43,R2,2022,RA_RO1,373,4,S3,GRE2,0,8.5,96,3,https://www.topuniversities.com/universities/university-chemistry-technology-prague
100376,University of Connecticut,Type2,39727,CU1,R1,2022,RA_RO1,373,19,S2,GRE4,299,8.5,90,3.2,https://www.topuniversities.com/universities/university-connecticut
100377,University of Waikato,Type2,48468,CU20,R4,2022,RA_RO1,373,14,S1,GRE2,0,6,104,3.4,https://www.topuniversities.com/universities/university-waikato
100378,University of Oulu,Type2,45899,CU24,R2,2022,RA_RO1,377,11,S1,GRE2,0,8.5,102,2.5,https://www.topuniversities.com/universities/university-oulu
100379,Julius-Maximilians-Universität Würzburg,Type2,40366,CU12,R2,2022,RA_RO1,378,24,S2,GRE2,0,8,91,2.6,https://www.topuniversities.com/universities/julius-maximilians-universitat-wurzburg
100380,Quaid-i-Azam University,Type2,69136,CU49,R3,2022,RA_RO1,378,33,S2,GRE2,0,8,94,2.7,https://www.topuniversities.com/universities/quaid-i-azam-university
100381,"Stony Brook University, State University of New York",Type2,38322,CU1,R1,2022,RA_RO1,378,11,S2,GRE3,290,8.5,117,2.7,https://www.topuniversities.com/universities/stony-brook-university-state-university-new-york
100382,Sharif University of Technology,Type2,40303,CU51,R3,2022,RA_RO1,381,16,S1,GRE2,0,9,109,2.7,https://www.topuniversities.com/universities/sharif-university-technology
100383,Tokyo Medical and Dental University (TMDU),Type2,68247,CU7,R3,2022,RA_RO1,381,3,S3,GRE2,0,9,110,2.9,https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu
100384,American University of Sharjah,Type1,25401,CU34,R3,2022,RA_RO1,383,12,S3,GRE2,0,6.5,106,3.4,https://www.topuniversities.com/universities/american-university-sharjah
100385,Beihang University (former BUAA),Type2,41856,CU5,R3,2022,RA_RO1,383,12,S4,GRE2,0,8,99,3.4,https://www.topuniversities.com/universities/beihang-university-former-buaa
100386,University of Kent,Type2,58418,CU2,R2,2022,RA_RO1,383,13,S2,GRE2,0,6.5,93,3.1,https://www.topuniversities.com/universities/university-kent
100387,Kobe University,Type2,43182,CU7,R3,2022,RA_RO1,386,8,S2,GRE2,0,7,90,2.7,https://www.topuniversities.com/universities/kobe-university
100388,University of Kansas,Type2,29304,CU1,R1,2022,RA_RO1,387,7,S2,GRE3,333,8,91,2.6,https://www.topuniversities.com/universities/university-kansas
100389,University at Buffalo SUNY,Type2,57258,CU1,R1,2022,RA_RO1,388,19,S2,GRE3,296,8,93,3.1,https://www.topuniversities.com/universities/university-buffalo-suny
100390,University of Pisa,Type2,61104,CU29,R2,2022,RA_RO1,388,18,S4,GRE2,0,9,99,3.2,https://www.topuniversities.com/universities/university-pisa
100391,Università Vita-Salute San Raffaele,Type1,29787,CU29,R2,2022,RA_RO1,390,5,S3,GRE2,0,6,110,3.3,https://www.topuniversities.com/universities/universita-vita-salute-san-raffaele
100392,SOAS University of London ,Type2,59132,CU2,R2,2022,RA_RO1,391,11,S3,GRE2,0,6,104,3.4,https://www.topuniversities.com/universities/soas-university-london
100393,Universidad de Palermo (UP),Type1,30983,CU16,R5,2022,RA_RO4,391,6,S1,GRE2,0,6,102,2.8,https://www.topuniversities.com/universities/universidad-de-palermo
100394,Peter the Great St. Petersburg Polytechnic University,Type2,63716,CU18,R2,2022,RA_RO1,393,7,S2,GRE2,0,7.5,91,3.2,https://www.topuniversities.com/universities/peter-great-st-petersburg-polytechnic-university
100395,Ruhr-Universität Bochum,Type2,59213,CU12,R2,2022,RA_RO1,393,35,S4,GRE2,0,8.5,94,2.8,https://www.topuniversities.com/universities/ruhr-universitat-bochum
100396,Indian Institute of Technology Guwahati (IITG),Type2,63266,CU33,R3,2022,RA_RO1,395,17,S1,GRE2,0,8,111,3,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg
100397,National Research Tomsk Polytechnic University,Type2,38886,CU18,R2,2022,RA_RO1,395,6,S1,GRE2,0,8,103,3.4,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university
100398,Pontificia Universidad Catolica del Peru,Type1,51150,CU52,R5,2022,RA_RO3,395,11,S2,GRE2,0,8,97,3.1,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru
100399,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Type2,61387,CU49,R3,2022,RA_RO1,398,6,S3,GRE2,0,6,98,2.6,https://www.topuniversities.com/universities/pakistan-institute-engineering-applied-sciences-pieas
100400,University of the Philippines,Type2,51275,CU53,R3,2022,RA_RO3,399,9,S4,GRE2,0,8.5,97,2.9,https://www.topuniversities.com/universities/university-philippines
100401,Indian Institute of Technology Roorkee (IITR),Type2,50362,CU33,R3,2022,RA_RO1,400,17,S1,GRE2,0,6.5,115,3,https://www.topuniversities.com/universities/indian-institute-technology-roorkee-iitr
100402,Universidad Austral,Type1,31196,CU16,R5,2022,RA_RO3,400,7,S3,GRE2,0,7,98,3.1,https://www.topuniversities.com/universities/universidad-austral
100403,Vilnius University ,Type2,33796,CU54,R2,2022,RA_RO3,400,7,S2,GRE2,0,7.5,115,2.7,https://www.topuniversities.com/universities/vilnius-university
100404,Czech Technical University in Prague,Type2,27801,CU43,R2,2022,RA_RO1,403,6,S2,GRE2,0,7.5,96,3.3,https://www.topuniversities.com/universities/czech-technical-university-prague
100405,Shandong University,Type2,57033,CU5,R3,2022,RA_RO1,403,13,S4,GRE2,0,6,115,3.4,https://www.topuniversities.com/universities/shandong-university
100406,"University of California, Riverside",Type2,34229,CU1,R1,2022,RA_RO1,403,17,S2,GRE3,311,7.5,109,3,https://www.topuniversities.com/universities/university-california-riverside
100407,Flinders University,Type2,61426,CU9,R4,2022,RA_RO1,407,18,S2,GRE2,0,7,97,2.9,https://www.topuniversities.com/universities/flinders-university
100408,South China University of Technology,Type2,49668,CU5,R3,2022,RA_RO1,407,14,S4,GRE2,0,6,93,2.8,https://www.topuniversities.com/universities/south-china-university-technology
100409,Taipei Medical University (TMU),Type1,42978,CU15,R3,2022,RA_RO1,407,6,S1,GRE2,0,8.5,94,3.3,https://www.topuniversities.com/universities/taipei-medical-university-tmu
100410,Xiamen University,Type2,68038,CU5,R3,2022,RA_RO1,407,12,S4,GRE2,0,6,94,3.1,https://www.topuniversities.com/universities/xiamen-university
100411,Westfälische Wilhelms-Universität Münster ,Type2,33820,CU12,R2,2022,RA_RO1,411,10,S4,GRE2,0,7.5,114,2.5,https://www.topuniversities.com/universities/westfalische-wilhelms-universitat-munster
100412,National Sun Yat-sen University,Type2,42198,CU15,R3,2022,RA_RO1,412,11,S1,GRE2,0,6.5,106,2.7,https://www.topuniversities.com/universities/national-sun-yat-sen-university
100413,Pontificia Universidad Javeriana,Type1,50128,CU39,R5,2022,RA_RO3,412,14,S2,GRE2,0,8.5,92,3,https://www.topuniversities.com/universities/pontificia-universidad-javeriana
100414,Chung-Ang University (CAU),Type1,54466,CU10,R3,2022,RA_RO1,414,8,S2,GRE2,0,7.5,93,3.2,https://www.topuniversities.com/universities/chung-ang-university-cau
100415,Lappeenranta-Lahti University of Technology LUT,Type2,53435,CU24,R2,2022,RA_RO1,414,14,S3,GRE2,0,6,95,2.9,https://www.topuniversities.com/universities/lappeenranta-lahti-university-technology-lut
100416,Tampere University,Type2,39617,CU24,R2,2022,RA_RO1,414,12,S2,GRE2,0,8.5,117,3.4,https://www.topuniversities.com/universities/tampere-university
100417,Universiti Teknologi PETRONAS (UTP),Type1,61209,CU14,R3,2022,RA_RO1,414,11,S1,GRE2,0,8,101,3.4,https://www.topuniversities.com/universities/universiti-teknologi-petronas-utp
100418,"University of Colorado, Denver ",Type2,29254,CU1,R1,2022,RA_RO1,414,3,S2,GRE4,335,9,114,2.6,https://www.topuniversities.com/universities/university-colorado-denver1
100419,University of Science and Technology Beijing,Type2,29118,CU5,R3,2022,RA_RO1,414,15,S2,GRE2,0,8,104,2.5,https://www.topuniversities.com/universities/university-science-technology-beijing
100420,Université Laval,Type2,30229,CU8,R1,2022,RA_RO1,414,11,S2,GRE2,0,8,104,3.1,https://www.topuniversities.com/universities/universite-laval
100421,National Technical University of Athens,Type2,63883,CU55,R2,2022,RA_RO1,421,20,S2,GRE2,0,8,107,3.2,https://www.topuniversities.com/universities/national-technical-university-athens
100422,Université de Strasbourg,Type2,36075,CU11,R2,2022,RA_RO1,421,21,S4,GRE2,0,9,101,3,https://www.topuniversities.com/universities/universite-de-strasbourg
100423,Universität Mannheim,Type2,40296,CU12,R2,2022,RA_RO1,423,32,S1,GRE2,0,9,95,2.6,https://www.topuniversities.com/universities/universitat-mannheim
100424,James Cook University,Type2,37179,CU9,R4,2022,RA_RO1,424,11,S1,GRE2,0,6,95,2.6,https://www.topuniversities.com/universities/james-cook-university
100425,University of Naples - Federico II,Type2,48469,CU29,R2,2022,RA_RO1,424,22,S4,GRE2,0,7,101,2.8,https://www.topuniversities.com/universities/university-naples-federico-ii
100426,University of Witwatersrand,Type2,57525,CU38,R6,2022,RA_RO1,424,15,S2,GRE2,0,6.5,92,2.5,https://www.topuniversities.com/universities/university-witwatersrand
100427,Johannes Gutenberg Universität Mainz,Type2,68091,CU12,R2,2022,RA_RO1,427,9,S4,GRE2,0,9,104,3,https://www.topuniversities.com/universities/johannes-gutenberg-universitat-mainz
100428,Washington State University,Type2,60694,CU1,R1,2022,RA_RO1,427,14,S2,GRE1,0,6,103,2.8,https://www.topuniversities.com/universities/washington-state-university
100429,Oxford Brookes University,Type2,59760,CU2,R2,2022,RA_RO3,429,15,S2,GRE2,0,7,97,3.4,https://www.topuniversities.com/universities/oxford-brookes-university
100430,Wake Forest University,Type1,60477,CU1,R1,2022,RA_RO1,429,4,S1,GRE3,303,7.5,116,3.4,https://www.topuniversities.com/universities/wake-forest-university
100431,Colorado State University,Type2,64211,CU1,R1,2022,RA_RO1,431,8,S2,GRE4,331,6,115,2.8,https://www.topuniversities.com/universities/colorado-state-university
100432,Rensselaer Polytechnic Institute,Type1,57769,CU1,R1,2022,RA_RO1,431,12,S1,GRE3,307,7,99,3.2,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute
100433,Universidade Nova de Lisboa,Type2,34512,CU45,R2,2022,RA_RO1,431,12,S2,GRE2,0,9,98,3,https://www.topuniversities.com/universities/universidade-nova-de-lisboa
100434,Universidade Federal de São Paulo,Type2,31915,CU27,R5,2022,RA_RO1,434,6,S2,GRE2,0,6,117,3.1,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo
100435,University of Johannesburg,Type2,69288,CU38,R6,2022,RA_RO1,434,10,S2,GRE2,0,7.5,109,2.9,https://www.topuniversities.com/universities/university-johannesburg
100436,Shanghai University,Type2,52545,CU5,R3,2022,RA_RO1,436,9,S4,GRE2,0,7.5,99,3.2,https://www.topuniversities.com/universities/shanghai-university
100437,Tulane University,Type1,33021,CU1,R1,2022,RA_RO1,436,6,S1,GRE3,328,6.5,97,3,https://www.topuniversities.com/universities/tulane-university
100438,University of Canberra ,Type2,57114,CU9,R4,2022,RA_RO1,436,27,S1,GRE2,0,8,102,3.2,https://www.topuniversities.com/universities/university-canberra
100439,"Essex, University of",Type2,46792,CU2,R2,2022,RA_RO1,439,14,S2,GRE2,0,6.5,110,3,https://www.topuniversities.com/universities/essex-university
100440,Swansea University,Type2,28233,CU2,R2,2022,RA_RO3,440,11,S2,GRE2,0,7.5,115,2.6,https://www.topuniversities.com/universities/swansea-university
100441,University of Cyprus (UCY),Type2,50342,CU56,R2,2022,RA_RO1,440,21,S1,GRE2,0,8.5,98,2.6,https://www.topuniversities.com/universities/university-cyprus-ucy
100442,University of Trento,Type2,25733,CU29,R2,2022,RA_RO1,440,13,S2,GRE2,0,8,94,2.5,https://www.topuniversities.com/universities/university-trento
100443,University of Tromsø The Arctic University of Norway,Type2,52528,CU23,R2,2022,RA_RO3,440,7,S2,GRE2,0,7,110,3.2,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway
100444,Illinois Institute of Technology,Type1,34500,CU1,R1,2022,RA_RO1,444,15,S1,GRE4,291,8.5,115,2.6,https://www.topuniversities.com/universities/illinois-institute-technology
100445,HUFS - Hankuk (Korea) University of Foreign Studies ,Type1,25888,CU10,R3,2022,RA_RO3,445,7,S2,GRE2,0,9,115,2.6,https://www.topuniversities.com/universities/hufs-hankuk-korea-university-foreign-studies
100446,The American University in Cairo,Type1,60740,CU57,R6,2022,RA_RO3,445,10,S1,GRE2,0,9,111,3.2,https://www.topuniversities.com/universities/american-university-cairo
100447,Umm Al-Qura University ,Type2,54640,CU26,R3,2022,RA_RO4,447,8,S4,GRE2,0,6,94,2.7,https://www.topuniversities.com/universities/umm-al-qura-university
100448,Universität  Leipzig,Type2,36854,CU12,R2,2022,RA_RO1,447,7,S2,GRE2,0,8.5,102,3,https://www.topuniversities.com/universities/universitat-leipzig
100449,Universität des Saarlandes,Type2,49893,CU12,R2,2022,RA_RO3,447,6,S2,GRE2,0,8,98,2.8,https://www.topuniversities.com/universities/universitat-des-saarlandes
100450,University of Milano-Bicocca ,Type2,51465,CU29,R2,2022,RA_RO1,450,42,S4,GRE2,0,7,111,2.7,https://www.topuniversities.com/universities/university-milano-bicocca
100451,Auckland University of Technology (AUT),Type2,59532,CU20,R4,2022,RA_RO1,451,16,S2,GRE2,0,8,90,2.9,https://www.topuniversities.com/universities/auckland-university-technology-aut
100452,Bond University,Type1,37688,CU9,R4,2022,RA_RO3,451,10,S3,GRE2,0,9,114,3.1,https://www.topuniversities.com/universities/bond-university
