UID,university,TID,CID,RID,RO_ID,SID,rank_display,student_faculty_ratio,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100355,Johannes Kepler University Linz,Type2,CU30,R2,RA_RO1,S1,354,6,GRE2,Not Applicable,6.5,90,3.4,https://www.topuniversities.com/universities/johannes-kepler-university-linz
100356,George Washington University,Type1,CU1,R1,RA_RO1,S2,355,11,GRE3,304,8,96,2.9,https://www.topuniversities.com/universities/george-washington-university
100357,Tilburg University,Type2,CU13,R2,RA_RO1,S1,356,15,GRE2,Not Applicable,7.5,90,2.5,https://www.topuniversities.com/universities/tilburg-university
100358,University of Lisbon ,Type2,CU45,R2,RA_RO1,S4,356,14,GRE2,Not Applicable,6,113,2.5,https://www.topuniversities.com/universities/university-lisbon
100359,Nankai University,Type2,CU5,R3,RA_RO1,S4,358,11,GRE2,Not Applicable,9,110,3.3,https://www.topuniversities.com/universities/nankai-university
100360,National University of Sciences And Technology (NUST) Islamabad,Type2,CU49,R3,RA_RO1,S1,358,7,GRE2,Not Applicable,8.5,100,3.4,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad
100361,University of Jyväskylä,Type2,CU24,R2,RA_RO1,S1,358,7,GRE2,Not Applicable,7,116,3.2,https://www.topuniversities.com/universities/university-jyvaskyla
100362,University of Utah,Type2,CU1,R1,RA_RO1,S2,358,8,GRE4,325,7,94,2.6,https://www.topuniversities.com/universities/university-utah
100363,Ewha Womans University,Type1,CU10,R3,RA_RO3,S2,362,7,GRE2,Not Applicable,6.5,91,2.7,https://www.topuniversities.com/universities/ewha-womans-university
100364,La Trobe University,Type2,CU9,R4,RA_RO1,S2,362,20,GRE2,Not Applicable,6,115,2.9,https://www.topuniversities.com/universities/la-trobe-university
100365,MGIMO School of Business and International Proficiency,Type2,CU18,R2,RA_RO1,S1,362,4,GRE2,Not Applicable,8.5,91,3.2,https://www.topuniversities.com/universities/mgimo-school-business-international-proficiency
100366,ITMO University,Type2,CU18,R2,RA_RO1,S1,365,6,GRE2,Not Applicable,8.5,104,2.8,https://www.topuniversities.com/universities/itmo-university
100367,Umea University,Type2,CU21,R2,RA_RO1,S2,365,7,GRE2,Not Applicable,6.5,104,2.8,https://www.topuniversities.com/universities/umea-university
100368,Ulm University,Type2,CU12,R2,RA_RO1,S1,365,7,GRE2,Not Applicable,9,113,2.6,https://www.topuniversities.com/universities/ulm-university
100369,Sultan Qaboos University,Type2,CU50,R3,RA_RO3,S1,368,7,GRE2,Not Applicable,8.5,94,3.4,https://www.topuniversities.com/universities/sultan-qaboos-university
100370,Norwegian University of Science And Technology,Type2,CU23,R2,RA_RO1,S4,369,12,GRE2,Not Applicable,7.5,104,3.2,https://www.topuniversities.com/universities/norwegian-university-science-technology
100371,Universidade Federal do Rio de Janeiro,Type2,CU27,R5,RA_RO1,S4,369,11,GRE2,Not Applicable,6,112,3.1,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro
100372,Universitat Politècnica de València,Type2,CU31,R2,RA_RO1,S2,371,8,GRE2,Not Applicable,6.5,110,2.9,https://www.topuniversities.com/universities/universitat-politecnica-de-valencia
100373,Lincoln University ,Type2,CU20,R4,RA_RO1,S3,372,9,GRE2,Not Applicable,8.5,101,2.7,https://www.topuniversities.com/universities/lincoln-university
100374,Beijing Institute of Technology,Type2,CU5,R3,RA_RO1,S4,373,11,GRE2,Not Applicable,7,97,2.8,https://www.topuniversities.com/universities/beijing-institute-technology
100375,"University of Chemistry and Technology, Prague",Type2,CU43,R2,RA_RO1,S3,373,4,GRE2,Not Applicable,8,100,3.1,https://www.topuniversities.com/universities/university-chemistry-technology-prague
100376,University of Connecticut,Type2,CU1,R1,RA_RO1,S2,373,19,GRE3,324,7,117,2.8,https://www.topuniversities.com/universities/university-connecticut
100377,University of Waikato,Type2,CU20,R4,RA_RO1,S1,373,14,GRE2,Not Applicable,7,95,2.9,https://www.topuniversities.com/universities/university-waikato
100378,University of Oulu,Type2,CU24,R2,RA_RO1,S1,377,11,GRE2,Not Applicable,8,102,3.3,https://www.topuniversities.com/universities/university-oulu
100379,Julius-Maximilians-Universität Würzburg,Type2,CU12,R2,RA_RO1,S2,378,24,GRE2,Not Applicable,7,116,3,https://www.topuniversities.com/universities/julius-maximilians-universitat-wurzburg
100380,Quaid-i-Azam University,Type2,CU49,R3,RA_RO1,S2,378,33,GRE2,Not Applicable,7,112,2.5,https://www.topuniversities.com/universities/quaid-i-azam-university
100381,"Stony Brook University, State University of New York",Type2,CU1,R1,RA_RO1,S2,378,11,GRE4,334,8,107,3,https://www.topuniversities.com/universities/stony-brook-university-state-university-new-york
100382,Sharif University of Technology,Type2,CU51,R3,RA_RO1,S1,381,16,GRE2,Not Applicable,8.5,104,2.5,https://www.topuniversities.com/universities/sharif-university-technology
100383,Tokyo Medical and Dental University (TMDU),Type2,CU7,R3,RA_RO1,S3,381,3,GRE2,Not Applicable,8,105,2.8,https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu
100384,American University of Sharjah,Type1,CU34,R3,RA_RO1,S3,383,12,GRE2,Not Applicable,6,95,2.6,https://www.topuniversities.com/universities/american-university-sharjah
100385,Beihang University (former BUAA),Type2,CU5,R3,RA_RO1,S4,383,12,GRE2,Not Applicable,6,99,2.5,https://www.topuniversities.com/universities/beihang-university-former-buaa
100386,University of Kent,Type2,CU2,R2,RA_RO1,S2,383,13,GRE2,Not Applicable,6,98,3,https://www.topuniversities.com/universities/university-kent
100387,Kobe University,Type2,CU7,R3,RA_RO1,S2,386,8,GRE2,Not Applicable,7,101,2.5,https://www.topuniversities.com/universities/kobe-university
100388,University of Kansas,Type2,CU1,R1,RA_RO1,S2,387,7,GRE1,Not Required,7,107,2.6,https://www.topuniversities.com/universities/university-kansas
100389,University at Buffalo SUNY,Type2,CU1,R1,RA_RO1,S2,388,19,GRE1,Not Required,6,101,2.6,https://www.topuniversities.com/universities/university-buffalo-suny
100390,University of Pisa,Type2,CU29,R2,RA_RO1,S4,388,18,GRE2,Not Applicable,9,101,2.9,https://www.topuniversities.com/universities/university-pisa
100391,Università Vita-Salute San Raffaele,Type1,CU29,R2,RA_RO1,S3,390,5,GRE2,Not Applicable,6.5,107,3.4,https://www.topuniversities.com/universities/universita-vita-salute-san-raffaele
100392,SOAS University of London ,Type2,CU2,R2,RA_RO1,S3,391,11,GRE2,Not Applicable,9,116,2.9,https://www.topuniversities.com/universities/soas-university-london
100393,Universidad de Palermo (UP),Type1,CU16,R5,RA_RO4,S1,391,6,GRE2,Not Applicable,6,96,2.8,https://www.topuniversities.com/universities/universidad-de-palermo
100394,Peter the Great St. Petersburg Polytechnic University,Type2,CU18,R2,RA_RO1,S2,393,7,GRE2,Not Applicable,6,108,2.8,https://www.topuniversities.com/universities/peter-great-st-petersburg-polytechnic-university
100395,Ruhr-Universität Bochum,Type2,CU12,R2,RA_RO1,S4,393,35,GRE2,Not Applicable,6,94,2.8,https://www.topuniversities.com/universities/ruhr-universitat-bochum
100396,Indian Institute of Technology Guwahati (IITG),Type2,CU33,R3,RA_RO1,S1,395,17,GRE2,Not Applicable,8,111,2.6,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg
100397,National Research Tomsk Polytechnic University,Type2,CU18,R2,RA_RO1,S1,395,6,GRE2,Not Applicable,8.5,107,2.6,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university
100398,Pontificia Universidad Catolica del Peru,Type1,CU52,R5,RA_RO3,S2,395,11,GRE2,Not Applicable,8.5,108,3.4,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru
100399,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Type2,CU49,R3,RA_RO1,S3,398,6,GRE2,Not Applicable,8,117,2.8,https://www.topuniversities.com/universities/pakistan-institute-engineering-applied-sciences-pieas
100400,University of the Philippines,Type2,CU53,R3,RA_RO3,S4,399,9,GRE2,Not Applicable,8,113,2.8,https://www.topuniversities.com/universities/university-philippines
100401,Indian Institute of Technology Roorkee (IITR),Type2,CU33,R3,RA_RO1,S1,400,17,GRE2,Not Applicable,6.5,94,3.1,https://www.topuniversities.com/universities/indian-institute-technology-roorkee-iitr
100402,Universidad Austral,Type1,CU16,R5,RA_RO3,S3,400,7,GRE2,Not Applicable,6.5,106,3.2,https://www.topuniversities.com/universities/universidad-austral
100403,Vilnius University ,Type2,CU54,R2,RA_RO3,S2,400,7,GRE2,Not Applicable,7.5,112,3.1,https://www.topuniversities.com/universities/vilnius-university
100404,Czech Technical University in Prague,Type2,CU43,R2,RA_RO1,S2,403,6,GRE2,Not Applicable,7.5,93,3,https://www.topuniversities.com/universities/czech-technical-university-prague
100405,Shandong University,Type2,CU5,R3,RA_RO1,S4,403,13,GRE2,Not Applicable,6.5,101,3.3,https://www.topuniversities.com/universities/shandong-university
100406,"University of California, Riverside",Type2,CU1,R1,RA_RO1,S2,403,17,GRE1,Not Required,7,97,2.7,https://www.topuniversities.com/universities/university-california-riverside
100407,Flinders University,Type2,CU9,R4,RA_RO1,S2,407,18,GRE2,Not Applicable,7,97,3.2,https://www.topuniversities.com/universities/flinders-university
100408,South China University of Technology,Type2,CU5,R3,RA_RO1,S4,407,14,GRE2,Not Applicable,6.5,91,2.6,https://www.topuniversities.com/universities/south-china-university-technology
100409,Taipei Medical University (TMU),Type1,CU15,R3,RA_RO1,S1,407,6,GRE2,Not Applicable,7.5,109,3.1,https://www.topuniversities.com/universities/taipei-medical-university-tmu
100410,Xiamen University,Type2,CU5,R3,RA_RO1,S4,407,12,GRE2,Not Applicable,7,100,3.4,https://www.topuniversities.com/universities/xiamen-university
100411,Westfälische Wilhelms-Universität Münster ,Type2,CU12,R2,RA_RO1,S4,411,10,GRE2,Not Applicable,8,117,2.7,https://www.topuniversities.com/universities/westfalische-wilhelms-universitat-munster
100412,National Sun Yat-sen University,Type2,CU15,R3,RA_RO1,S1,412,11,GRE2,Not Applicable,9,104,3.1,https://www.topuniversities.com/universities/national-sun-yat-sen-university
100413,Pontificia Universidad Javeriana,Type1,CU39,R5,RA_RO3,S2,412,14,GRE2,Not Applicable,7,96,3.4,https://www.topuniversities.com/universities/pontificia-universidad-javeriana
100414,Chung-Ang University (CAU),Type1,CU10,R3,RA_RO1,S2,414,8,GRE2,Not Applicable,6,102,3.2,https://www.topuniversities.com/universities/chung-ang-university-cau
100415,Lappeenranta-Lahti University of Technology LUT,Type2,CU24,R2,RA_RO1,S3,414,14,GRE2,Not Applicable,8,93,3,https://www.topuniversities.com/universities/lappeenranta-lahti-university-technology-lut
100416,Tampere University,Type2,CU24,R2,RA_RO1,S2,414,12,GRE2,Not Applicable,6,110,3.2,https://www.topuniversities.com/universities/tampere-university
100417,Universiti Teknologi PETRONAS (UTP),Type1,CU14,R3,RA_RO1,S1,414,11,GRE2,Not Applicable,8,114,3.4,https://www.topuniversities.com/universities/universiti-teknologi-petronas-utp
100418,"University of Colorado, Denver ",Type2,CU1,R1,RA_RO1,S2,414,3,GRE4,335,7.5,111,2.5,https://www.topuniversities.com/universities/university-colorado-denver1
100419,University of Science and Technology Beijing,Type2,CU5,R3,RA_RO1,S2,414,15,GRE2,Not Applicable,6.5,114,3,https://www.topuniversities.com/universities/university-science-technology-beijing
100420,Université Laval,Type2,CU8,R1,RA_RO1,S2,414,11,GRE2,Not Applicable,9,95,2.8,https://www.topuniversities.com/universities/universite-laval
100421,National Technical University of Athens,Type2,CU55,R2,RA_RO1,S2,421,20,GRE2,Not Applicable,8,109,3.4,https://www.topuniversities.com/universities/national-technical-university-athens
100422,Université de Strasbourg,Type2,CU11,R2,RA_RO1,S4,421,21,GRE2,Not Applicable,7.5,92,2.5,https://www.topuniversities.com/universities/universite-de-strasbourg
100423,Universität Mannheim,Type2,CU12,R2,RA_RO1,S1,423,32,GRE2,Not Applicable,6,107,3.1,https://www.topuniversities.com/universities/universitat-mannheim
100424,James Cook University,Type2,CU9,R4,RA_RO1,S1,424,11,GRE2,Not Applicable,6,103,2.7,https://www.topuniversities.com/universities/james-cook-university
100425,University of Naples - Federico II,Type2,CU29,R2,RA_RO1,S4,424,22,GRE2,Not Applicable,9,96,3.2,https://www.topuniversities.com/universities/university-naples-federico-ii
100426,University of Witwatersrand,Type2,CU38,R6,RA_RO1,S2,424,15,GRE2,Not Applicable,7.5,116,2.7,https://www.topuniversities.com/universities/university-witwatersrand
100427,Johannes Gutenberg Universität Mainz,Type2,CU12,R2,RA_RO1,S4,427,9,GRE2,Not Applicable,8.5,92,3.2,https://www.topuniversities.com/universities/johannes-gutenberg-universitat-mainz
100428,Washington State University,Type2,CU1,R1,RA_RO1,S2,427,14,GRE1,Not Required,6.5,114,3.4,https://www.topuniversities.com/universities/washington-state-university
100429,Oxford Brookes University,Type2,CU2,R2,RA_RO3,S2,429,15,GRE2,Not Applicable,6.5,110,2.8,https://www.topuniversities.com/universities/oxford-brookes-university
100430,Wake Forest University,Type1,CU1,R1,RA_RO1,S1,429,4,GRE4,314,7.5,112,3.1,https://www.topuniversities.com/universities/wake-forest-university
100431,Colorado State University,Type2,CU1,R1,RA_RO1,S2,431,8,GRE3,329,6,113,3.4,https://www.topuniversities.com/universities/colorado-state-university
100432,Rensselaer Polytechnic Institute,Type1,CU1,R1,RA_RO1,S1,431,12,GRE4,322,8.5,106,3.1,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute
100433,Universidade Nova de Lisboa,Type2,CU45,R2,RA_RO1,S2,431,12,GRE2,Not Applicable,9,102,3.3,https://www.topuniversities.com/universities/universidade-nova-de-lisboa
100434,Universidade Federal de São Paulo,Type2,CU27,R5,RA_RO1,S2,434,6,GRE2,Not Applicable,6.5,100,2.6,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo
100435,University of Johannesburg,Type2,CU38,R6,RA_RO1,S2,434,10,GRE2,Not Applicable,9,96,3.1,https://www.topuniversities.com/universities/university-johannesburg
100436,Shanghai University,Type2,CU5,R3,RA_RO1,S4,436,9,GRE2,Not Applicable,6.5,98,3.1,https://www.topuniversities.com/universities/shanghai-university
100437,Tulane University,Type1,CU1,R1,RA_RO1,S1,436,6,GRE3,334,7,108,2.6,https://www.topuniversities.com/universities/tulane-university
100438,University of Canberra ,Type2,CU9,R4,RA_RO1,S1,436,27,GRE2,Not Applicable,6.5,91,3.3,https://www.topuniversities.com/universities/university-canberra
100439,"Essex, University of",Type2,CU2,R2,RA_RO1,S2,439,14,GRE2,Not Applicable,8,113,3.3,https://www.topuniversities.com/universities/essex-university
100440,Swansea University,Type2,CU2,R2,RA_RO3,S2,440,11,GRE2,Not Applicable,8.5,113,2.9,https://www.topuniversities.com/universities/swansea-university
100441,University of Cyprus (UCY),Type2,CU56,R2,RA_RO1,S1,440,21,GRE2,Not Applicable,7.5,95,3.3,https://www.topuniversities.com/universities/university-cyprus-ucy
100442,University of Trento,Type2,CU29,R2,RA_RO1,S2,440,13,GRE2,Not Applicable,6.5,93,3,https://www.topuniversities.com/universities/university-trento
100443,University of Tromsø The Arctic University of Norway,Type2,CU23,R2,RA_RO3,S2,440,7,GRE2,Not Applicable,8.5,95,2.8,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway
100444,Illinois Institute of Technology,Type1,CU1,R1,RA_RO1,S1,444,15,GRE4,310,9,113,2.6,https://www.topuniversities.com/universities/illinois-institute-technology
100445,HUFS - Hankuk (Korea) University of Foreign Studies ,Type1,CU10,R3,RA_RO3,S2,445,7,GRE2,Not Applicable,6.5,92,3.2,https://www.topuniversities.com/universities/hufs-hankuk-korea-university-foreign-studies
100446,The American University in Cairo,Type1,CU57,R6,RA_RO3,S1,445,10,GRE2,Not Applicable,8,92,2.9,https://www.topuniversities.com/universities/american-university-cairo
100447,Umm Al-Qura University ,Type2,CU26,R3,RA_RO4,S4,447,8,GRE2,Not Applicable,8,103,2.5,https://www.topuniversities.com/universities/umm-al-qura-university
100448,Universität  Leipzig,Type2,CU12,R2,RA_RO1,S2,447,7,GRE2,Not Applicable,6,115,2.8,https://www.topuniversities.com/universities/universitat-leipzig
100449,Universität des Saarlandes,Type2,CU12,R2,RA_RO3,S2,447,6,GRE2,Not Applicable,8,105,3.2,https://www.topuniversities.com/universities/universitat-des-saarlandes
100450,University of Milano-Bicocca ,Type2,CU29,R2,RA_RO1,S4,450,42,GRE2,Not Applicable,9,110,3.2,https://www.topuniversities.com/universities/university-milano-bicocca
100451,Auckland University of Technology (AUT),Type2,CU20,R4,RA_RO1,S2,451,16,GRE2,Not Applicable,8,95,3.1,https://www.topuniversities.com/universities/auckland-university-technology-aut
100452,Bond University,Type1,CU9,R4,RA_RO3,S3,451,10,GRE2,Not Applicable,7.5,110,3,https://www.topuniversities.com/universities/bond-university
100453,Sichuan University,Type2,CU5,R3,RA_RO1,S4,451,16,GRE2,Not Applicable,7.5,99,2.6,https://www.topuniversities.com/universities/sichuan-university
100454,University of Florence,Type2,CU29,R2,RA_RO1,S4,451,20,GRE2,Not Applicable,6,103,2.9,https://www.topuniversities.com/universities/university-florence
100455,Brandeis University,Type1,CU1,R1,RA_RO1,S1,455,9,GRE3,294,6,111,3.1,https://www.topuniversities.com/universities/brandeis-university
100456,University of Coimbra,Type2,CU45,R2,RA_RO1,S2,455,13,GRE2,Not Applicable,8,115,3.2,https://www.topuniversities.com/universities/university-coimbra
100457,University of Iowa,Type2,CU1,R1,RA_RO1,S2,455,10,GRE4,309,9,90,3,https://www.topuniversities.com/universities/university-iowa
100458,University of Saskatchewan,Type2,CU8,R1,RA_RO1,S2,458,12,GRE2,Not Applicable,8.5,96,2.5,https://www.topuniversities.com/universities/university-saskatchewan
100459,Universidad Politécnica de Madrid (UPM),Type2,CU31,R2,RA_RO1,S4,459,13,GRE2,Not Applicable,8.5,106,2.7,https://www.topuniversities.com/universities/universidad-politecnica-de-madrid
100460,University of St.Gallen (HSG),Type2,CU3,R2,RA_RO1,S1,459,20,GRE2,Not Applicable,6.5,93,2.7,https://www.topuniversities.com/universities/university-stgallen-hsg
100461,Colorado School of Mines,Type2,CU1,R1,RA_RO1,S1,461,11,GRE1,Not Required,6,101,2.5,https://www.topuniversities.com/universities/colorado-school-mines
100462,Far Eastern Federal University,Type2,CU18,R2,RA_RO3,S2,461,6,GRE2,Not Applicable,6,98,3.2,https://www.topuniversities.com/universities/far-eastern-federal-university
100463,"Goldsmiths, University of London",Type2,CU2,R2,RA_RO1,S1,461,13,GRE2,Not Applicable,8.5,97,2.5,https://www.topuniversities.com/universities/goldsmiths-university-london
100464,Martin-Luther-Universität Halle-Wittenberg,Type2,CU12,R2,RA_RO3,S2,461,7,GRE2,Not Applicable,6.5,98,3.4,https://www.topuniversities.com/universities/martin-luther-universitat-halle-wittenberg
100465,Airlangga University,Type2,CU42,R3,RA_RO3,S2,465,9,GRE2,Not Applicable,6.5,106,2.8,https://www.topuniversities.com/universities/airlangga-university
100466,Amirkabir University of Technology,Type2,CU51,R3,RA_RO1,S1,465,22,GRE2,Not Applicable,7.5,98,2.5,https://www.topuniversities.com/universities/amirkabir-university-technology
100467,Southeast University,Type2,CU5,R3,RA_RO1,S4,465,11,GRE2,Not Applicable,6.5,116,2.9,https://www.topuniversities.com/universities/southeast-university
100468,Universidad de Belgrano,Type1,CU16,R5,RA_RO4,S1,465,6,GRE2,Not Applicable,7,104,3.1,https://www.topuniversities.com/universities/universidad-de-belgrano
100469,National Taipei University of Technology,Type2,CU15,R3,RA_RO1,S1,469,11,GRE2,Not Applicable,6.5,100,3,https://www.topuniversities.com/universities/national-taipei-university-technology
100470,Universidad de Montevideo (UM),Type1,CU58,R5,RA_RO4,S3,469,7,GRE2,Not Applicable,6,98,3.2,https://www.topuniversities.com/universities/universidad-de-montevideo-um
100471,Ben-Gurion University of The Negev,Type2,CU35,R3,RA_RO1,S2,471,15,GRE2,Not Applicable,6,98,2.8,https://www.topuniversities.com/universities/ben-gurion-university-negev
100472,Hasselt University ,Type2,CU17,R2,RA_RO1,S1,471,7,GRE2,Not Applicable,8.5,96,2.7,https://www.topuniversities.com/universities/hasselt-university
100473,Universidad ORT Uruguay,Type1,CU58,R5,RA_RO3,S3,471,6,GRE2,Not Applicable,6.5,112,2.7,https://www.topuniversities.com/universities/universidad-ort-uruguay
100474,University of Stirling,Type2,CU2,R2,RA_RO1,S1,471,14,GRE2,Not Applicable,6,92,3.2,https://www.topuniversities.com/universities/university-stirling
100475,Florida State University,Type2,CU1,R1,RA_RO1,S4,475,17,GRE4,290,7,110,3.2,https://www.topuniversities.com/universities/florida-state-university
100476,"University of Missouri, Columbia",Type2,CU1,R1,RA_RO1,S2,476,10,GRE4,334,7,95,2.8,https://www.topuniversities.com/universities/university-missouri-columbia
100477,Bar-Ilan University,Type2,CU35,R3,RA_RO1,S2,477,18,GRE2,Not Applicable,6.5,113,2.5,https://www.topuniversities.com/universities/bar-ilan-university
100478,Chiba University,Type2,CU7,R3,RA_RO1,S2,477,8,GRE2,Not Applicable,9,96,2.6,https://www.topuniversities.com/universities/chiba-university
100479,University of Texas Dallas,Type2,CU1,R1,RA_RO1,S2,477,22,GRE4,317,7.5,104,3,https://www.topuniversities.com/universities/university-texas-dallas
100480,Chang Gung University,Type1,CU15,R3,RA_RO1,S1,480,8,GRE2,Not Applicable,9,102,3,https://www.topuniversities.com/universities/chang-gung-university
100481,Université de Liège,Type2,CU17,R2,RA_RO1,S2,480,13,GRE2,Not Applicable,7,95,3.1,https://www.topuniversities.com/universities/universite-de-liege
100482,Auezov South Kazakhstan University (SKU),Type2,CU32,R3,RA_RO4,S2,482,6,GRE2,Not Applicable,8,92,3,https://www.topuniversities.com/universities/auezov-south-kazakhstan-university-sku
100483,Stellenbosch University,Type2,CU38,R6,RA_RO1,S2,482,25,GRE2,Not Applicable,6.5,106,2.9,https://www.topuniversities.com/universities/stellenbosch-university
100484,The Catholic University of Korea ,Type1,CU10,R3,RA_RO1,S1,482,5,GRE2,Not Applicable,7,107,3,https://www.topuniversities.com/universities/catholic-university-korea
100485,Aston University,Type2,CU2,R2,RA_RO1,S1,485,16,GRE2,Not Applicable,9,90,2.9,https://www.topuniversities.com/universities/aston-university
100486,University of Turin,Type2,CU29,R2,RA_RO1,S4,485,26,GRE2,Not Applicable,7.5,97,3.4,https://www.topuniversities.com/universities/university-turin
100487,The National University of Science and Technology MISIS,Type2,CU18,R2,RA_RO1,S1,487,8,GRE2,Not Applicable,6.5,112,3.1,https://www.topuniversities.com/universities/national-university-science-technology-misis
100488,Universidad de Santiago de Chile (USACH),Type2,CU28,R5,RA_RO3,S2,487,17,GRE2,Not Applicable,8.5,100,3.2,https://www.topuniversities.com/universities/universidad-de-santiago-de-chile-usach
100489,Yokohama City University,Type2,CU7,R3,RA_RO1,S1,487,6,GRE2,Not Applicable,6,116,2.9,https://www.topuniversities.com/universities/yokohama-city-university
100490,Dublin City University,Type2,CU22,R2,RA_RO3,S2,490,11,GRE2,Not Applicable,9,102,2.5,https://www.topuniversities.com/universities/dublin-city-university
100491,Justus-Liebig-University Giessen,Type2,CU12,R2,RA_RO3,S2,490,44,GRE2,Not Applicable,6,116,2.8,https://www.topuniversities.com/universities/justus-liebig-university-giessen
100492,UNESP,Type2,CU27,R5,RA_RO1,S4,492,14,GRE2,Not Applicable,9,99,3.4,https://www.topuniversities.com/universities/unesp
100493,University of Granada,Type2,CU31,R2,RA_RO1,S4,492,19,GRE2,Not Applicable,9,104,2.6,https://www.topuniversities.com/universities/university-granada
100494, Western Sydney University,Type2,CU9,R4,RA_RO3,S4,494,22,GRE2,Not Applicable,7.5,92,3.4,https://www.topuniversities.com/universities/western-sydney-university
100495,Boston College,Type1,CU1,R1,RA_RO1,S2,494,13,GRE3,302,6.5,117,2.8,https://www.topuniversities.com/universities/boston-college
100496,Christian-Albrechts-University zu Kiel,Type2,CU12,R2,RA_RO1,S2,494,9,GRE2,Not Applicable,6,106,3.3,https://www.topuniversities.com/universities/christian-albrechts-university-zu-kiel
100497,Dongguk University ,Type1,CU10,R3,RA_RO3,S2,494,7,GRE2,Not Applicable,7,111,3,https://www.topuniversities.com/universities/dongguk-university
100498,Iowa State University,Type2,CU1,R1,RA_RO1,S2,494,17,GRE3,324,8,101,2.7,https://www.topuniversities.com/universities/iowa-state-university
100499,Sogang University,Type1,CU10,R3,RA_RO1,S1,494,9,GRE2,Not Applicable,6,97,3.4,https://www.topuniversities.com/universities/sogang-university
100500,University of Rome,Type2,CU29,R2,RA_RO1,S2,494,17,GRE2,Not Applicable,9,101,3.3,https://www.topuniversities.com/universities/university-rome-tor-vergata
100501,York University,Type2,CU8,R1,RA_RO1,S4,494,29,GRE2,Not Applicable,7,91,2.9,https://www.topuniversities.com/universities/york-university
100502,Aix-Marseille University,Type2,CU11,R2,RA_RO1,S4,501-510,17,GRE2,Not Applicable,7.5,98,2.8,https://www.topuniversities.com/universities/aix-marseille-university
100503,Jilin University,Type2,CU5,R3,RA_RO1,S4,501-510,10,GRE2,Not Applicable,8.5,109,2.6,https://www.topuniversities.com/universities/jilin-university
100504,Satbayev University,Type2,CU32,R3,RA_RO1,S1,501-510,7,GRE2,Not Applicable,9,94,2.7,https://www.topuniversities.com/universities/satbayev-university
100505,Universidad de La Habana,Type2,CU59,R5,RA_RO3,S2,501-510,8,GRE2,Not Applicable,7.5,96,2.9,https://www.topuniversities.com/universities/universidad-de-la-habana
100506,University of Bordeaux,Type2,CU11,R2,RA_RO1,S4,501-510,15,GRE2,Not Applicable,7.5,114,3.2,https://www.topuniversities.com/universities/university-bordeaux
100507,University of Delhi,Type2,CU33,R3,RA_RO1,S2,501-510,22,GRE2,Not Applicable,7.5,93,3.3,https://www.topuniversities.com/universities/university-delhi
100508,University of Klagenfurt,Type2,CU30,R2,RA_RO1,S3,501-510,8,GRE2,Not Applicable,9,92,3.4,https://www.topuniversities.com/universities/university-klagenfurt
100509,University of Limerick,Type2,CU22,R2,RA_RO3,S2,501-510,14,GRE2,Not Applicable,6,94,3.4,https://www.topuniversities.com/universities/university-limerick
100510,Universität Konstanz,Type2,CU12,R2,RA_RO1,S1,501-510,11,GRE2,Not Applicable,7,102,2.7,https://www.topuniversities.com/universities/universitat-konstanz
100511,Warsaw University of Technology,Type2,CU47,R2,RA_RO1,S2,501-510,9,GRE2,Not Applicable,6.5,109,2.5,https://www.topuniversities.com/universities/warsaw-university-technology
100512,Bogor Agricultural University,Type2,CU42,R3,RA_RO1,S2,511-520,7,GRE2,Not Applicable,8,95,2.5,https://www.topuniversities.com/universities/bogor-agricultural-university
100513,Koç University,Type1,CU60,R3,RA_RO3,S1,511-520,11,GRE2,Not Applicable,8,117,3,https://www.topuniversities.com/universities/koc-university
100514,Missouri University of Science and Technology,Type2,CU1,R1,RA_RO1,S1,511-520,18,GRE4,302,8,116,2.6,https://www.topuniversities.com/universities/missouri-university-science-technology
100515,Singapore Management University,Type2,CU4,R3,RA_RO1,S1,511-520,14,GRE2,Not Applicable,8.5,117,3.3,https://www.topuniversities.com/universities/singapore-management-university
100516,Universidad de Alcalá,Type2,CU31,R2,RA_RO3,S2,511-520,7,GRE2,Not Applicable,8,101,3,https://www.topuniversities.com/universities/universidad-de-alcala
100517,Universiti Utara Malaysia (UUM),Type2,CU14,R3,RA_RO1,S2,511-520,10,GRE2,Not Applicable,6,101,2.6,https://www.topuniversities.com/universities/universiti-utara-malaysia-uum
100518,University of Balamand,Type1,CU40,R3,RA_RO3,S3,511-520,6,GRE2,Not Applicable,6.5,95,3.3,https://www.topuniversities.com/universities/university-balamand
100519,V. N. Karazin Kharkiv National University,Type2,CU61,R2,RA_RO3,S2,511-520,8,GRE2,Not Applicable,8.5,99,2.8,https://www.topuniversities.com/universities/v-n-karazin-kharkiv-national-university
