Applicant Id,UID,Course Name,Degree_ID,Application Status
1000915,100655,Civil Engineering,DL3,Reject
1000915,100291,Civil Engineering,DL3,Applied
1000916,100942,Mathematics,DL1,Applied
1000916,100153,Mathematics,DL1,Applied
1000916,100259,Mathematics,DL1,Applied
1000916,100854,Mathematics,DL1,Applied
1000917,100156,Business Ethics,DL2,Applied
1000917,100297,Business Ethics,DL2,Reject
1000917,1001289,Business Ethics,DL2,Admit
1000918,1001097,Entrepreneurship,DL2,Applied
1000918,1001158,Entrepreneurship,DL2,Applied
1000918,100876,Entrepreneurship,DL2,Applied
1000918,100182,Entrepreneurship,DL2,Reject
1000919,100216,Organizational Behavior,DL2,Admit
1000919,1001257,Organizational Behavior,DL2,Applied
1000920,100345,Business Communication,DL2,Applied
1000920,1001290,Business Communication,DL2,Admit
1000920,10079,Business Communication,DL2,Applied
1000920,1001169,Business Communication,DL2,Admit
1000920,100304,Business Communication,DL2,Applied
1000921,100345,Computer Science,DL1,Applied
1000921,100584,Computer Science,DL1,Applied
1000921,100496,Computer Science,DL1,Admit
1000921,10072,Computer Science,DL1,Applied
1000921,1001160,Computer Science,DL1,Applied
1000922,100701,Marketing Management,DL2,Applied
1000922,1001126,Marketing Management,DL2,Reject
1000922,100918,Marketing Management,DL2,Reject
1000922,100302,Marketing Management,DL2,Applied
1000922,1001007,Marketing Management,DL2,Applied
1000923,100795,Aerospace Engineering,DL3,Reject
1000923,1001194,Aerospace Engineering,DL3,Reject
1000923,100243,Aerospace Engineering,DL3,Reject
1000923,100369,Aerospace Engineering,DL3,Applied
1000924,100435,International Business,DL2,Reject
1000924,100576,International Business,DL2,Reject
1000924,1001255,International Business,DL2,Reject
1000925,100601,Mathematics,DL3,Reject
1000925,1001297,Mathematics,DL3,Applied
1000925,1001093,Mathematics,DL3,Applied
1000925,100296,Mathematics,DL3,Applied
1000926,1001137,Aerospace Engineering,DL1,Admit
1000926,100798,Aerospace Engineering,DL1,Admit
1000926,100696,Aerospace Engineering,DL1,Admit
1000927,1001011,Finance,DL3,Reject
1000927,100843,Finance,DL3,Applied
1000927,1001064,Finance,DL3,Admit
1000928,1001122,Electrical Engineering,DL1,Applied
1000928,1001211,Electrical Engineering,DL1,Applied
1000928,100571,Electrical Engineering,DL1,Applied
1000929,1001209,Organizational Behavior,DL2,Applied
1000929,100595,Organizational Behavior,DL2,Applied
1000929,1001102,Organizational Behavior,DL2,Applied
1000930,100349,Physics,DL3,Applied
1000930,1001205,Physics,DL3,Reject
1000930,100149,Physics,DL3,Applied
1000930,1001007,Physics,DL3,Applied
1000930,1001093,Physics,DL3,Reject
1000931,100928,Mechanical Engineering,DL3,Reject
1000931,1001130,Mechanical Engineering,DL3,Reject
1000931,1001040,Mechanical Engineering,DL3,Reject
1000931,1001011,Mechanical Engineering,DL3,Applied
1000931,100784,Mechanical Engineering,DL3,Reject
1000932,1001288,Information Systems,DL2,Admit
1000932,100914,Information Systems,DL2,Applied
1000932,100770,Information Systems,DL2,Admit
1000932,10091,Information Systems,DL2,Applied
1000932,100669,Information Systems,DL2,Applied
1000933,1001049,Project Management,DL2,Reject
1000933,100664,Project Management,DL2,Reject
1000933,1001043,Project Management,DL2,Reject
1000933,100597,Project Management,DL2,Reject
1000933,1001013,Project Management,DL2,Admit
1000934,100998,Civil Engineering,DL1,Applied
1000934,100808,Civil Engineering,DL1,Admit
1000934,100281,Civil Engineering,DL1,Reject
1000934,100775,Civil Engineering,DL1,Reject
1000934,1001273,Civil Engineering,DL1,Reject
1000935,1001265,Marketing,DL3,Applied
1000935,100597,Marketing,DL3,Applied
1000935,100683,Marketing,DL3,Admit
1000935,1001014,Marketing,DL3,Applied
1000935,100345,Marketing,DL3,Applied
1000936,100182,Biomedical Engineering,DL1,Applied
1000936,100443,Biomedical Engineering,DL1,Admit
1000936,100775,Biomedical Engineering,DL1,Applied
1000936,1001058,Biomedical Engineering,DL1,Applied
1000937,10034,Economics for Business,DL2,Applied
1000937,100622,Economics for Business,DL2,Reject
1000937,100326,Economics for Business,DL2,Applied
1000938,100526,Supply Chain Management,DL2,Admit
1000938,1001151,Supply Chain Management,DL2,Applied
1000939,100369,Electrical Engineering,DL1,Admit
1000939,100556,Electrical Engineering,DL1,Applied
1000940,1001123,Business Communication,DL2,Applied
1000941,1001294,Finance,DL3,Applied
1000941,100242,Finance,DL3,Admit
1000942,100518,Project Management,DL2,Admit
1000942,100215,Project Management,DL2,Applied
1000943,1001257,Business Ethics,DL2,Admit
1000943,100339,Business Ethics,DL2,Reject
1000943,100365,Business Ethics,DL2,Reject
1000943,100518,Business Ethics,DL2,Reject
1000943,100290,Business Ethics,DL2,Applied
1000944,1001288,Statistics,DL1,Admit
1000944,1001260,Statistics,DL1,Admit
1000944,1001147,Statistics,DL1,Applied
1000944,1001237,Statistics,DL1,Applied
1000945,100597,Management,DL3,Reject
1000945,100240,Management,DL3,Admit
1000946,1001190,Information Technology,DL1,Reject
1000946,100849,Information Technology,DL1,Applied
1000947,100112,Operations Management,DL2,Reject
1000947,1001290,Operations Management,DL2,Applied
1000947,1001017,Operations Management,DL2,Admit
1000948,100909,Computer Science,DL1,Admit
1000948,100129,Computer Science,DL1,Applied
1000948,1001102,Computer Science,DL1,Admit
1000949,1001115,Finance,DL3,Admit
1000949,100753,Finance,DL3,Applied
1000949,1001272,Finance,DL3,Reject
1000949,1001272,Finance,DL3,Reject
1000950,100985,Psychology,DL3,Reject
1000950,100620,Psychology,DL3,Reject
1000951,100899,Financial Accounting,DL2,Applied
1000951,100493,Financial Accounting,DL2,Applied
1000951,100423,Financial Accounting,DL2,Applied
1000951,1001294,Financial Accounting,DL2,Applied
1000952,100576,Economics for Business,DL2,Applied
1000952,100632,Economics for Business,DL2,Applied
1000952,1001027,Economics for Business,DL2,Applied
1000952,100591,Economics for Business,DL2,Applied
1000952,100402,Economics for Business,DL2,Applied
1000953,100834,Data Science,DL1,Applied
1000953,1001007,Data Science,DL1,Reject
1000953,1001291,Data Science,DL1,Applied
1000953,10082,Data Science,DL1,Admit
1000953,1001131,Data Science,DL1,Reject
1000954,100949,Accounting,DL3,Admit
1000954,1001096,Accounting,DL3,Applied
1000954,100276,Accounting,DL3,Applied
1000955,100345,Financial Accounting,DL2,Applied
1000955,1001175,Financial Accounting,DL2,Reject
1000955,100589,Financial Accounting,DL2,Applied
1000956,1001141,Business Analytics,DL3,Applied
1000956,100176,Business Analytics,DL3,Applied
1000956,100580,Business Analytics,DL3,Admit
1000957,100834,Psychology,DL3,Applied
1000957,100661,Psychology,DL3,Applied
1000957,100770,Psychology,DL3,Admit
1000958,1001168,Sociology,DL3,Admit
1000958,100606,Sociology,DL3,Admit
1000959,100512,Strategic Management,DL2,Reject
1000959,1001151,Strategic Management,DL2,Applied
1000960,1001121,Civil Engineering,DL1,Applied
1000961,1001274,History,DL3,Applied
1000962,100998,Strategic Management,DL2,Reject
1000963,100576,Organizational Behavior,DL2,Reject
1000963,1001077,Organizational Behavior,DL2,Applied
1000963,100879,Organizational Behavior,DL2,Applied
1000964,100631,Data Science,DL1,Applied
1000964,100875,Data Science,DL1,Applied
1000964,100956,Data Science,DL1,Admit
1000965,100908,Marketing Management,DL2,Applied
1000965,1001294,Marketing Management,DL2,Reject
1000965,100850,Marketing Management,DL2,Admit
1000965,100251,Marketing Management,DL2,Applied
1000966,1001290,Political Science,DL3,Reject
1000966,1001289,Political Science,DL3,Reject
1000966,100597,Political Science,DL3,Reject
1000966,100779,Political Science,DL3,Applied
1000966,1001246,Political Science,DL3,Applied
1000967,100382,Aerospace Engineering,DL1,Applied
1000967,100526,Aerospace Engineering,DL1,Admit
1000967,1001223,Aerospace Engineering,DL1,Applied
1000968,100876,Cost Accounting,DL2,Reject
1000968,100289,Cost Accounting,DL2,Reject
1000968,100771,Cost Accounting,DL2,Reject
1000969,1001175,Project Management,DL2,Applied
1000969,100956,Project Management,DL2,Reject
1000970,100738,Strategic Management,DL2,Applied
1000970,1001198,Strategic Management,DL2,Reject
1000971,1001098,Biomedical Engineering,DL1,Reject
1000971,100987,Biomedical Engineering,DL1,Applied
1000972,100882,Mathematics,DL1,Applied
1000972,100908,Mathematics,DL1,Reject
1000972,100854,Mathematics,DL1,Reject
1000972,1001017,Mathematics,DL1,Reject
1000972,1001094,Mathematics,DL1,Reject
1000973,1001221,Philosophy,DL3,Applied
1000973,100916,Philosophy,DL3,Admit
1000973,100526,Philosophy,DL3,Admit
1000973,100345,Philosophy,DL3,Applied
1000974,100184,Anthropology,DL3,Applied
1000974,1001214,Anthropology,DL3,Applied
1000974,100591,Anthropology,DL3,Reject
1000974,100557,Anthropology,DL3,Applied
1000975,100479,Strategic Management,DL2,Reject
1000975,1001187,Strategic Management,DL2,Reject
1000975,1001142,Strategic Management,DL2,Admit
1000975,100957,Strategic Management,DL2,Reject
1000976,100728,Quantitative Analysis for Business,DL2,Applied
1000976,100361,Quantitative Analysis for Business,DL2,Reject
1000976,100518,Quantitative Analysis for Business,DL2,Reject
1000976,100382,Quantitative Analysis for Business,DL2,Admit
1000977,100180,Information Technology,DL1,Reject
1000977,100597,Information Technology,DL1,Reject
1000977,1001174,Information Technology,DL1,Applied
1000977,1001138,Information Technology,DL1,Applied
1000978,100529,Philosophy,DL3,Admit
1000978,1001050,Philosophy,DL3,Applied
1000978,100359,Philosophy,DL3,Admit
1000979,100941,Supply Chain Management,DL2,Admit
1000979,100528,Supply Chain Management,DL2,Reject
1000979,1001129,Supply Chain Management,DL2,Applied
1000980,100967,Business Analytics,DL3,Admit
1000980,100916,Business Analytics,DL3,Admit
1000980,100426,Business Analytics,DL3,Applied
1000981,100825,Information Technology,DL1,Admit
1000981,100605,Information Technology,DL1,Admit
1000981,100326,Information Technology,DL1,Reject
1000982,100870,Accounting,DL3,Admit
1000982,1001049,Accounting,DL3,Admit
1000983,100526,Business Ethics,DL2,Admit
1000983,10027,Business Ethics,DL2,Applied
1000984,100156,Data Science,DL3,Reject
1000984,1001237,Data Science,DL3,Admit
1000984,100598,Data Science,DL3,Applied
1000985,1001113,Project Management,DL2,Admit
1000985,100505,Project Management,DL2,Reject
1000986,100844,Marketing Management,DL2,Applied
1000986,100956,Marketing Management,DL2,Applied
1000986,1001115,Marketing Management,DL2,Applied
1000986,1001054,Marketing Management,DL2,Admit
1000987,100412,Civil Engineering,DL3,Applied
1000987,100605,Civil Engineering,DL3,Applied
1000987,1001121,Civil Engineering,DL3,Applied
1000988,1001158,Political Science,DL3,Applied
1000988,1001160,Political Science,DL3,Reject
1000988,100926,Political Science,DL3,Applied
1000988,100111,Political Science,DL3,Admit
1000988,1001190,Political Science,DL3,Applied
1000989,1001259,Operations Management,DL2,Applied
1000989,100754,Operations Management,DL2,Applied
1000989,100443,Operations Management,DL2,Applied
1000989,1001093,Operations Management,DL2,Reject
1000989,1001205,Operations Management,DL2,Applied
1000990,100833,Civil Engineering,DL1,Applied
1000990,1001157,Civil Engineering,DL1,Admit
1000990,100784,Civil Engineering,DL1,Applied
1000990,100345,Civil Engineering,DL1,Admit
1000990,1001236,Civil Engineering,DL1,Reject
1000991,10071,Accounting,DL3,Reject
1000991,100784,Accounting,DL3,Admit
1000991,1001109,Accounting,DL3,Reject
1000991,100597,Accounting,DL3,Applied
1000991,1001289,Accounting,DL3,Admit
1000992,100912,Statistics,DL1,Applied
1000992,1001003,Statistics,DL1,Applied
1000992,1001291,Statistics,DL1,Admit
1000992,100761,Statistics,DL1,Applied
1000992,100846,Statistics,DL1,Reject
1000993,1001035,Quantitative Analysis for Business,DL2,Applied
1000993,100373,Quantitative Analysis for Business,DL2,Applied
1000993,100529,Quantitative Analysis for Business,DL2,Applied
1000993,100926,Quantitative Analysis for Business,DL2,Applied
1000993,100662,Quantitative Analysis for Business,DL2,Reject
1000994,100784,Leadership and Management,DL2,Reject
1000994,100494,Leadership and Management,DL2,Applied
1000994,100174,Leadership and Management,DL2,Applied
1000994,100529,Leadership and Management,DL2,Reject
1000994,100601,Leadership and Management,DL2,Applied
1000995,100897,Electrical Engineering,DL3,Admit
1000995,100500,Electrical Engineering,DL3,Reject
1000995,100825,Electrical Engineering,DL3,Applied
1000996,1001104,International Business,DL2,Admit
1000996,1001294,International Business,DL2,Applied
1000997,1001211,Biomedical Engineering,DL3,Applied
1000997,100606,Biomedical Engineering,DL3,Applied
1000998,100329,Mechanical Engineering,DL3,Applied
1000998,100515,Mechanical Engineering,DL3,Admit
1000999,100471,Leadership and Management,DL2,Applied
1000999,1001274,Leadership and Management,DL2,Admit
1000999,100667,Leadership and Management,DL2,Admit
10001000,100947,Operations Management,DL2,Applied
10001000,1001194,Operations Management,DL2,Admit
10001000,1001122,Operations Management,DL2,Applied
10001001,100676,Data Science,DL1,Reject
10001001,100907,Data Science,DL1,Admit
10001001,100893,Data Science,DL1,Applied
10001002,1001211,Marketing Management,DL2,Applied
10001002,100935,Marketing Management,DL2,Reject
10001003,100441,Computer Science,DL1,Admit
10001003,100221,Computer Science,DL1,Applied
10001003,100386,Computer Science,DL1,Reject
10001003,100296,Computer Science,DL1,Reject
10001003,100554,Computer Science,DL1,Admit
10001004,100340,Civil Engineering,DL1,Admit
10001004,100574,Civil Engineering,DL1,Reject
10001004,100666,Civil Engineering,DL1,Reject
10001004,100584,Civil Engineering,DL1,Reject
10001004,100966,Civil Engineering,DL1,Applied
10001005,1001155,History,DL3,Applied
10001005,100597,History,DL3,Reject
10001005,10087,History,DL3,Applied
10001006,1001121,Marketing Management,DL2,Admit
10001006,100956,Marketing Management,DL2,Admit
10001007,100571,Statistics,DL1,Applied
10001007,1001206,Statistics,DL1,Applied
10001008,100509,Information Technology,DL1,Applied
10001008,1001168,Information Technology,DL1,Applied
10001008,1001035,Information Technology,DL1,Applied
10001009,1001259,Business Analytics,DL3,Applied
10001009,1001011,Business Analytics,DL3,Reject
10001010,100451,Mechanical Engineering,DL3,Reject
10001010,100156,Mechanical Engineering,DL3,Admit
10001010,100380,Mechanical Engineering,DL3,Reject
10001011,100773,Information Technology,DL3,Reject
10001011,100550,Information Technology,DL3,Applied
10001011,100861,Information Technology,DL3,Reject
10001011,1001249,Information Technology,DL3,Reject
10001012,100719,Finance,DL3,Reject
10001012,100991,Finance,DL3,Applied
10001012,100958,Finance,DL3,Applied
10001012,100326,Finance,DL3,Admit
10001013,1001271,Entrepreneurship,DL2,Applied
10001013,1001260,Entrepreneurship,DL2,Applied
10001013,100182,Entrepreneurship,DL2,Applied
10001013,100825,Entrepreneurship,DL2,Reject
10001014,1001211,Human Resource Management,DL2,Applied
10001014,100782,Human Resource Management,DL2,Applied
10001014,10070,Human Resource Management,DL2,Applied
10001014,100541,Human Resource Management,DL2,Reject
10001014,100382,Human Resource Management,DL2,Reject
10001015,1001058,Political Science,DL3,Reject
10001015,100597,Political Science,DL3,Admit
10001015,100597,Political Science,DL3,Reject
10001015,1001035,Political Science,DL3,Admit
10001016,1001212,Biomedical Engineering,DL1,Applied
10001016,100587,Biomedical Engineering,DL1,Reject
10001016,100956,Biomedical Engineering,DL1,Applied
10001016,100345,Biomedical Engineering,DL1,Reject
10001016,100373,Biomedical Engineering,DL1,Reject
10001017,100257,Civil Engineering,DL1,Reject
10001017,100956,Civil Engineering,DL1,Applied
10001017,100295,Civil Engineering,DL1,Applied
10001017,100640,Civil Engineering,DL1,Reject
10001018,100522,Civil Engineering,DL1,Admit
10001018,1001266,Civil Engineering,DL1,Applied
10001018,1001294,Civil Engineering,DL1,Admit
10001018,100597,Civil Engineering,DL1,Reject
10001019,1001294,Electrical Engineering,DL1,Applied
10001019,1001294,Electrical Engineering,DL1,Applied
10001019,100251,Electrical Engineering,DL1,Applied
10001019,100631,Electrical Engineering,DL1,Admit
10001020,1001214,Statistics,DL1,Admit
10001020,1001058,Statistics,DL1,Applied
10001020,100631,Statistics,DL1,Admit
10001021,1001168,Supply Chain Management,DL2,Reject
10001021,1001070,Supply Chain Management,DL2,Reject
10001021,1001002,Supply Chain Management,DL2,Applied
10001022,100731,Accounting,DL3,Reject
10001022,100326,Accounting,DL3,Admit
10001022,100870,Accounting,DL3,Applied
10001023,100623,Education,DL3,Applied
10001023,100669,Education,DL3,Applied
10001023,100372,Education,DL3,Applied
10001023,100181,Education,DL3,Applied
10001024,100998,Marketing,DL3,Reject
10001024,100649,Marketing,DL3,Applied
10001025,100754,Quantitative Analysis for Business,DL2,Applied
10001025,1001127,Quantitative Analysis for Business,DL2,Reject
10001026,100576,Mathematics,DL1,Admit
10001026,1001257,Mathematics,DL1,Admit
10001027,100279,Biomedical Engineering,DL1,Applied
10001027,100576,Biomedical Engineering,DL1,Reject
10001028,100242,Business Analytics,DL3,Applied
10001028,1001172,Business Analytics,DL3,Reject
10001029,100302,Biomedical Engineering,DL3,Admit
10001029,10088,Biomedical Engineering,DL3,Applied
10001029,1001164,Biomedical Engineering,DL3,Reject
10001030,100153,Operations Management,DL2,Applied
10001030,100508,Operations Management,DL2,Reject
10001030,100956,Operations Management,DL2,Reject
10001030,100197,Operations Management,DL2,Applied
10001031,100330,Aerospace Engineering,DL3,Reject
10001031,1001098,Aerospace Engineering,DL3,Applied
10001031,10041,Aerospace Engineering,DL3,Applied
10001032,100397,Computer Science,DL1,Admit
10001032,100377,Computer Science,DL1,Applied
10001032,1001259,Computer Science,DL1,Reject
10001033,100435,Biomedical Engineering,DL1,Applied
10001033,1001260,Biomedical Engineering,DL1,Reject
10001034,1001289,Quantitative Analysis for Business,DL2,Applied
10001034,100259,Quantitative Analysis for Business,DL2,Applied
10001035,100228,Electrical Engineering,DL1,Reject
10001035,100518,Electrical Engineering,DL1,Reject
10001035,100880,Electrical Engineering,DL1,Reject
10001035,100691,Electrical Engineering,DL1,Applied
10001035,100225,Electrical Engineering,DL1,Applied
10001036,100785,Mathematics,DL3,Reject
10001036,1008,Mathematics,DL3,Applied
10001036,10084,Mathematics,DL3,Reject
10001036,100369,Mathematics,DL3,Reject
10001036,100981,Mathematics,DL3,Reject
10001037,100400,Computer Science,DL1,Reject
10001037,100327,Computer Science,DL1,Applied
10001037,10016,Computer Science,DL1,Admit
10001037,1001187,Computer Science,DL1,Applied
10001038,1001163,Marketing,DL3,Applied
10001038,1001036,Marketing,DL3,Applied
10001038,1001133,Marketing,DL3,Applied
10001038,1001160,Marketing,DL3,Reject
10001038,100956,Marketing,DL3,Applied
10001039,100916,Philosophy,DL3,Applied
10001039,100734,Philosophy,DL3,Admit
10001039,10046,Philosophy,DL3,Applied
10001040,1001287,Quantitative Analysis for Business,DL2,Reject
10001041,100302,Corporate Finance,DL2,Applied
10001042,100597,Anthropology,DL3,Applied
10001042,10056,Anthropology,DL3,Reject
10001043,100404,Biomedical Engineering,DL1,Applied
10001043,100754,Biomedical Engineering,DL1,Admit
10001043,100462,Biomedical Engineering,DL1,Applied
10001044,1001131,Data Science,DL1,Applied
10001044,10032,Data Science,DL1,Reject
10001044,100669,Data Science,DL1,Admit
10001045,100296,Political Science,DL3,Admit
10001045,1001184,Political Science,DL3,Reject
10001046,100956,Biomedical Engineering,DL3,Reject
10001046,100876,Biomedical Engineering,DL3,Reject
10001046,1001145,Biomedical Engineering,DL3,Admit
10001046,100329,Biomedical Engineering,DL3,Admit
10001047,1001152,Corporate Finance,DL2,Applied
10001047,10044,Corporate Finance,DL2,Applied
10001047,100400,Corporate Finance,DL2,Admit
10001048,100489,Biomedical Engineering,DL1,Applied
10001048,100576,Biomedical Engineering,DL1,Applied
10001049,100623,Marketing Management,DL2,Admit
10001049,1001140,Marketing Management,DL2,Applied
10001049,1001296,Marketing Management,DL2,Reject
10001050,10011,Statistics,DL3,Admit
10001050,1001192,Statistics,DL3,Admit
10001050,100400,Statistics,DL3,Applied
10001051,100957,Chemistry,DL3,Reject
10001051,100235,Chemistry,DL3,Reject
10001051,100529,Chemistry,DL3,Reject
10001052,100597,Corporate Finance,DL2,Applied
10001052,100103,Corporate Finance,DL2,Admit
10001053,1001131,Cost Accounting,DL2,Reject
10001053,100107,Cost Accounting,DL2,Reject
10001054,1001058,Electrical Engineering,DL1,Applied
10001054,100825,Electrical Engineering,DL1,Reject
10001054,1001291,Electrical Engineering,DL1,Reject
10001054,100441,Electrical Engineering,DL1,Applied
10001055,10090,Operations Management,DL2,Applied
10001055,1001255,Operations Management,DL2,Reject
10001055,100669,Operations Management,DL2,Applied
10001055,100947,Operations Management,DL2,Applied
10001056,100345,Biology,DL3,Admit
10001056,100378,Biology,DL3,Applied
10001056,100918,Biology,DL3,Applied
10001056,1001014,Biology,DL3,Admit
10001057,100956,Mechanical Engineering,DL3,Applied
10001057,100854,Mechanical Engineering,DL3,Reject
10001057,100345,Mechanical Engineering,DL3,Reject
10001058,10047,Cost Accounting,DL2,Applied
10001058,100103,Cost Accounting,DL2,Applied
10001058,100868,Cost Accounting,DL2,Applied
10001059,100746,Entrepreneurship,DL2,Applied
10001059,100655,Entrepreneurship,DL2,Admit
10001059,100584,Entrepreneurship,DL2,Admit
10001059,1001160,Entrepreneurship,DL2,Applied
10001060,1001131,Data Science,DL1,Applied
10001060,100777,Data Science,DL1,Applied
10001060,1001255,Data Science,DL1,Reject
10001060,100470,Data Science,DL1,Admit
10001061,100506,Electrical Engineering,DL1,Reject
10001061,1001069,Electrical Engineering,DL1,Applied
10001061,1001121,Electrical Engineering,DL1,Applied
10001061,100908,Electrical Engineering,DL1,Reject
10001061,1001294,Electrical Engineering,DL1,Applied
10001062,1001058,Statistics,DL1,Applied
10001062,1001175,Statistics,DL1,Reject
10001062,100470,Statistics,DL1,Reject
10001063,100998,Strategic Management,DL2,Applied
10001063,100608,Strategic Management,DL2,Applied
10001064,1001121,Data Science,DL3,Applied
10001064,1001291,Data Science,DL3,Applied
10001064,1001243,Data Science,DL3,Reject
10001065,100995,Mechanical Engineering,DL1,Applied
10001065,1001097,Mechanical Engineering,DL1,Admit
10001066,100114,Statistics,DL1,Admit
10001066,1001294,Statistics,DL1,Applied
10001066,100105,Statistics,DL1,Applied
10001067,100228,Data Science,DL3,Admit
10001067,1001001,Data Science,DL3,Reject
10001068,100470,Computer Science,DL1,Admit
10001068,1001058,Computer Science,DL1,Reject
10001068,100876,Computer Science,DL1,Reject
10001069,100921,Business Communication,DL2,Admit
10001069,100949,Business Communication,DL2,Applied
10001069,100918,Business Communication,DL2,Applied
10001069,100775,Business Communication,DL2,Applied
10001070,1001160,Management,DL3,Applied
10001070,100661,Management,DL3,Reject
10001070,100754,Management,DL3,Admit
10001070,1001237,Management,DL3,Reject
10001071,1001223,Human Resource Management,DL2,Admit
10001071,100441,Human Resource Management,DL2,Applied
10001072,100250,Accounting,DL3,Admit
10001072,100137,Accounting,DL3,Reject
10001073,1001011,Data Science,DL1,Admit
10001074,100998,Computer Science,DL1,Applied
10001075,100332,Organizational Behavior,DL2,Applied
10001076,100601,Statistics,DL1,Admit
10001076,100663,Statistics,DL1,Applied
10001076,100779,Statistics,DL1,Reject
10001077,100748,Data Science,DL3,Admit
10001077,100802,Data Science,DL3,Reject
10001077,100576,Data Science,DL3,Applied
10001077,1001297,Data Science,DL3,Admit
10001077,100200,Data Science,DL3,Applied
10001078,100655,Mathematics,DL1,Admit
10001078,100931,Mathematics,DL1,Reject
10001079,100609,Biomedical Engineering,DL1,Reject
10001079,100184,Biomedical Engineering,DL1,Applied
10001080,100334,Business Analytics,DL3,Reject
10001080,100326,Business Analytics,DL3,Admit
10001081,100145,Corporate Finance,DL2,Reject
10001081,1001160,Corporate Finance,DL2,Applied
10001081,100382,Corporate Finance,DL2,Admit
10001082,1001259,Environmental Science,DL3,Applied
10001082,1001160,Environmental Science,DL3,Admit
10001082,100808,Environmental Science,DL3,Admit
10001083,100258,Cost Accounting,DL2,Reject
10001083,100441,Cost Accounting,DL2,Admit
10001083,100994,Cost Accounting,DL2,Applied
10001084,100225,Data Science,DL1,Reject
10001084,100325,Data Science,DL1,Reject
10001084,100980,Data Science,DL1,Admit
10001085,100103,Finance,DL3,Reject
10001085,1001001,Finance,DL3,Admit
10001085,100925,Finance,DL3,Admit
10001085,100597,Finance,DL3,Applied
10001086,100844,Organizational Behavior,DL2,Reject
10001086,100712,Organizational Behavior,DL2,Admit
10001086,100326,Organizational Behavior,DL2,Applied
10001086,100824,Organizational Behavior,DL2,Admit
10001086,1001058,Organizational Behavior,DL2,Admit
10001087,1001260,Organizational Behavior,DL2,Reject
10001087,100507,Organizational Behavior,DL2,Admit
10001087,100302,Organizational Behavior,DL2,Applied
10001087,1001259,Organizational Behavior,DL2,Applied
10001087,1001290,Organizational Behavior,DL2,Reject
10001088,100944,Mathematics,DL1,Applied
10001088,100545,Mathematics,DL1,Applied
10001088,100377,Mathematics,DL1,Reject
10001088,1001160,Mathematics,DL1,Reject
10001088,1001294,Mathematics,DL1,Reject
10001089,100953,Marketing,DL3,Admit
10001089,1001011,Marketing,DL3,Reject
10001089,1001255,Marketing,DL3,Reject
10001089,1001007,Marketing,DL3,Applied
10001090,1001298,International Business,DL2,Reject
10001090,100957,International Business,DL2,Applied
10001090,100798,International Business,DL2,Admit
10001091,1001239,Information Systems,DL2,Applied
10001091,1001112,Information Systems,DL2,Admit
10001092,1001242,Chemistry,DL3,Reject
10001092,100990,Chemistry,DL3,Applied
10001093,100779,Computer Science,DL1,Applied
10001093,1001294,Computer Science,DL1,Reject
10001094,1001043,Data Science,DL3,Reject
10001095,100505,Cost Accounting,DL2,Applied
10001095,1001217,Cost Accounting,DL2,Admit
10001096,100992,Electrical Engineering,DL3,Reject
10001096,1001276,Electrical Engineering,DL3,Applied
10001097,100177,Data Science,DL3,Applied
10001097,1001211,Data Science,DL3,Reject
10001097,100446,Data Science,DL3,Reject
10001098,1001289,Information Technology,DL1,Admit
10001098,100601,Information Technology,DL1,Applied
10001098,1001265,Information Technology,DL1,Reject
10001099,100998,Statistics,DL1,Applied
10001099,100293,Statistics,DL1,Applied
10001099,100597,Statistics,DL1,Reject
10001100,1001300,International Business,DL2,Applied
10001100,100435,International Business,DL2,Applied
10001100,100698,International Business,DL2,Admit
10001101,100470,Corporate Finance,DL2,Admit
10001101,1001086,Corporate Finance,DL2,Applied
10001102,1001296,Mathematics,DL1,Admit
10001102,100225,Mathematics,DL1,Applied
10001103,100674,Statistics,DL1,Applied
10001103,100298,Statistics,DL1,Applied
10001104,100395,Strategic Management,DL2,Applied
10001104,100834,Strategic Management,DL2,Admit
10001104,100925,Strategic Management,DL2,Applied
10001105,1001058,Aerospace Engineering,DL3,Applied
10001105,100597,Aerospace Engineering,DL3,Admit
10001106,1001300,Aerospace Engineering,DL1,Applied
10001106,100281,Aerospace Engineering,DL1,Reject
10001106,100426,Aerospace Engineering,DL1,Admit
10001107,10088,Human Resource Management,DL2,Applied
10001107,1001168,Human Resource Management,DL2,Applied
10001107,1001110,Human Resource Management,DL2,Applied
10001108,100956,Accounting,DL3,Applied
10001108,100421,Accounting,DL3,Reject
10001108,100251,Accounting,DL3,Applied
10001108,1001259,Accounting,DL3,Applied
10001109,100998,Mathematics,DL1,Reject
10001109,1001122,Mathematics,DL1,Admit
10001109,100956,Mathematics,DL1,Applied
10001110,10012,Electrical Engineering,DL1,Applied
10001110,100370,Electrical Engineering,DL1,Reject
10001110,1001172,Electrical Engineering,DL1,Reject
10001110,1001147,Electrical Engineering,DL1,Applied
10001111,100361,Electrical Engineering,DL1,Admit
10001111,100716,Electrical Engineering,DL1,Reject
10001111,1001289,Electrical Engineering,DL1,Admit
10001112,1001056,Political Science,DL3,Admit
10001112,1001183,Political Science,DL3,Admit
10001112,1001035,Political Science,DL3,Applied
10001112,100307,Political Science,DL3,Applied
10001113,1001211,Supply Chain Management,DL2,Applied
10001113,1001159,Supply Chain Management,DL2,Applied
10001113,1001168,Supply Chain Management,DL2,Applied
